,id,datetime,température,vent,rafales,vent_direction,humidite,pt_de_rosee,pression,bio_meteo,radiation_solaire
50292,50293,2022-09-24 11:50:00,15.0,2.0,6.4,207.0,77.0,11.1,1011.2,,
50293,50294,2022-09-24 11:40:00,15.0,2.0,4.8,144.0,78.0,11.1,1011.3,,
50294,50295,2022-09-24 11:30:00,14.7,2.0,4.8,184.0,79.0,11.1,1011.4,,
50295,50296,2022-09-24 11:20:00,14.6,2.0,4.8,184.0,81.0,11.1,1011.4,,
50296,50297,2022-09-24 11:10:00,14.6,2.0,6.4,184.0,82.0,11.7,1011.3,,
50297,50298,2022-09-24 11:00:00,14.3,2.0,4.8,93.0,82.0,11.1,1011.5,,
50298,50299,2022-09-24 10:50:00,14.3,2.0,3.2,154.0,83.0,11.7,1011.5,,
50299,50300,2022-09-24 10:40:00,14.1,0.0,4.8,264.0,83.0,11.1,1011.4,,
50300,50301,2022-09-24 10:30:00,13.9,2.0,4.8,264.0,83.0,11.1,1011.4,,
50301,50302,2022-09-24 10:20:00,13.8,0.0,1.6,129.0,83.0,11.1,1011.4,,
50302,50303,2022-09-24 10:10:00,13.8,0.0,4.8,129.0,84.0,11.1,1011.5,,
50303,50304,2022-09-24 10:00:00,13.6,2.0,4.8,134.0,83.0,10.6,1011.5,,
50304,50305,2022-09-24 09:50:00,13.8,2.0,4.8,154.0,84.0,11.1,1011.5,,
50305,50306,2022-09-24 09:40:00,13.7,2.0,6.4,227.0,85.0,11.1,1011.4,,
50306,50307,2022-09-24 09:30:00,13.5,3.0,6.4,194.0,85.0,11.1,1011.4,,
50307,50308,2022-09-24 09:20:00,13.6,2.0,6.4,244.0,86.0,11.1,1011.4,,
50308,50309,2022-09-24 09:10:00,13.3,5.0,8.0,232.0,86.0,11.1,1011.4,,
50309,50310,2022-09-24 09:00:00,13.4,3.0,8.0,227.0,86.0,11.1,1011.4,,
50310,50311,2022-09-24 08:50:00,13.3,2.0,4.8,188.0,87.0,11.1,1011.5,,
50311,50312,2022-09-24 08:40:00,13.2,2.0,6.4,343.0,86.0,11.1,1011.3,,
50312,50313,2022-09-24 08:30:00,13.2,2.0,6.4,223.0,86.0,11.1,1011.3,,
50313,50314,2022-09-24 08:20:00,13.2,2.0,4.8,176.0,87.0,11.1,1011.2,,
50314,50315,2022-09-24 08:10:00,13.1,2.0,6.4,170.0,86.0,10.6,1011.3,,
50315,50316,2022-09-24 08:00:00,13.1,2.0,4.8,178.0,86.0,11.1,1011.1,,
50316,50317,2022-09-24 07:50:00,12.9,2.0,6.4,145.0,86.0,10.6,1011.1,,
50317,50318,2022-09-24 07:40:00,13.1,3.0,8.0,165.0,86.0,10.6,1011.0,,
50318,50319,2022-09-24 07:30:00,13.0,2.0,4.8,163.0,86.0,10.6,1010.9,,
50319,50320,2022-09-24 07:20:00,12.9,2.0,6.4,128.0,86.0,10.6,1010.9,,
50320,50321,2022-09-24 07:10:00,13.0,2.0,8.0,201.0,86.0,10.6,1010.8,,
50321,50322,2022-09-24 07:00:00,13.0,2.0,6.4,190.0,86.0,10.6,1010.8,,
50322,50323,2022-09-24 06:50:00,13.1,3.0,8.0,269.0,85.0,10.6,1010.7,,
50323,50324,2022-09-24 06:40:00,13.3,5.0,8.0,139.0,84.0,10.6,1010.7,,
50324,50325,2022-09-24 06:30:00,13.2,5.0,8.0,236.0,84.0,10.6,1010.7,,
50325,50326,2022-09-24 06:20:00,13.2,3.0,8.0,237.0,83.0,10.6,1010.6,,
50326,50327,2022-09-24 06:10:00,13.3,2.0,4.8,192.0,84.0,10.6,1010.4,,
50327,50328,2022-09-24 06:00:00,13.1,2.0,4.8,192.0,85.0,10.6,1010.4,,
50328,50329,2022-09-24 05:50:00,13.1,2.0,4.8,192.0,84.0,10.6,1010.4,,
50329,50330,2022-09-24 05:40:00,13.3,5.0,9.7,192.0,83.0,10.6,1010.4,,
50330,50331,2022-09-24 05:30:00,13.4,3.0,9.7,102.0,82.0,10.6,1010.3,,
50331,50332,2022-09-24 05:20:00,13.4,3.0,11.3,261.0,82.0,10.6,1010.2,,
50332,50333,2022-09-24 05:10:00,13.5,3.0,6.4,321.0,82.0,10.6,1010.2,,
50333,50334,2022-09-24 05:00:00,13.4,3.0,6.4,263.0,82.0,10.6,1010.1,,
50334,50335,2022-09-24 04:50:00,13.4,3.0,6.4,305.0,82.0,10.6,1010.1,,
50335,50336,2022-09-24 04:40:00,13.4,2.0,8.0,237.0,82.0,10.6,1010.1,,
50336,50337,2022-09-24 04:30:00,13.5,5.0,11.3,230.0,82.0,10.6,1010.1,,
50337,50338,2022-09-24 04:20:00,13.5,3.0,11.3,309.0,81.0,10.6,1010.0,,
50338,50339,2022-09-24 04:10:00,13.5,5.0,9.7,296.0,82.0,10.6,1010.1,,
50339,50340,2022-09-24 04:00:00,13.6,3.0,9.7,262.0,82.0,10.6,1010.1,,
50340,50341,2022-09-24 03:50:00,13.7,3.0,6.4,254.0,83.0,11.1,1010.2,,
50341,50342,2022-09-24 03:40:00,13.6,2.0,6.4,270.0,83.0,10.6,1010.2,,
50342,50343,2022-09-24 03:30:00,13.8,2.0,4.8,230.0,84.0,11.1,1010.3,,
50343,50344,2022-09-24 03:20:00,13.7,2.0,4.8,315.0,83.0,11.1,1010.3,,
50344,50345,2022-09-24 03:10:00,13.7,0.0,0.0,315.0,84.0,11.1,1010.4,,
50345,50346,2022-09-24 03:00:00,13.6,0.0,3.2,315.0,83.0,10.6,1010.5,,
50346,50347,2022-09-24 02:50:00,13.7,0.0,3.2,315.0,83.0,11.1,1010.5,,
50347,50348,2022-09-24 02:40:00,13.6,2.0,3.2,315.0,83.0,10.6,1010.6,,
50348,50349,2022-09-24 02:30:00,13.5,2.0,3.2,315.0,82.0,10.6,1010.6,,
50349,50350,2022-09-24 02:20:00,13.6,0.0,3.2,315.0,83.0,10.6,1010.7,,
50350,50351,2022-09-24 02:10:00,13.6,5.0,9.7,206.0,81.0,10.6,1010.8,,
50351,50352,2022-09-24 02:00:00,13.8,5.0,8.0,315.0,80.0,10.6,1010.9,,
50352,50353,2022-09-24 01:50:00,13.9,5.0,11.3,265.0,78.0,10.0,1011.0,,
50353,50354,2022-09-24 01:40:00,14.1,6.0,14.5,355.0,77.0,10.0,1011.0,,
50354,50355,2022-09-24 01:30:00,14.3,11.0,16.1,311.0,75.0,10.0,1011.1,,
50355,50356,2022-09-24 01:20:00,14.4,3.0,12.9,319.0,74.0,10.0,1011.1,,
50356,50357,2022-09-24 01:10:00,14.3,8.0,14.5,327.0,74.0,10.0,1011.2,,
50357,50358,2022-09-24 01:00:00,14.4,8.0,17.7,323.0,74.0,10.0,1011.2,,
50358,50359,2022-09-24 00:50:00,14.4,10.0,17.7,302.0,74.0,10.0,1011.2,,
50359,50360,2022-09-24 00:40:00,14.4,6.0,16.1,332.0,74.0,10.0,1011.3,,
50360,50361,2022-09-24 00:20:00,14.4,10.0,19.3,306.0,73.0,9.4,1011.3,,
50361,50362,2022-09-24 00:10:00,14.7,15.0,20.9,312.0,72.0,9.4,1011.4,,
50362,50363,2022-09-24 00:00:00,14.8,8.0,16.1,252.0,71.0,9.4,1011.4,,
50363,50364,2022-09-23 23:50:00,14.9,6.0,17.7,286.0,70.0,9.4,1011.3,,
50364,50365,2022-09-23 23:40:00,14.8,13.0,20.9,355.0,70.0,9.4,1011.5,,
50365,50366,2022-09-23 23:30:00,14.9,11.0,19.3,322.0,70.0,9.4,1011.6,,
50366,50367,2022-09-23 23:20:00,14.8,10.0,20.9,329.0,70.0,9.4,1011.6,,
50367,50368,2022-09-23 23:10:00,14.8,11.0,19.3,332.0,70.0,9.4,1011.6,,
50368,50369,2022-09-23 23:00:00,14.9,16.0,24.1,293.0,70.0,9.4,1011.7,,
50369,50370,2022-09-23 22:50:00,15.2,11.0,20.9,327.0,69.0,9.4,1011.8,,
50370,50371,2022-09-23 22:40:00,15.2,15.0,27.4,298.0,68.0,9.4,1011.8,,
50371,50372,2022-09-23 22:30:00,15.8,16.0,29.0,267.0,65.0,8.9,1011.9,,
50372,50373,2022-09-23 22:20:00,16.3,11.0,24.1,297.0,61.0,8.9,1011.9,,
50373,50374,2022-09-23 22:10:00,16.7,10.0,22.5,239.0,56.0,7.8,1011.9,,
50374,50375,2022-09-23 22:00:00,16.8,10.0,22.5,238.0,55.0,7.8,1011.9,,
50375,50376,2022-09-23 21:50:00,16.7,2.0,4.8,228.0,55.0,7.8,1011.8,,
50376,50377,2022-09-23 21:40:00,16.7,3.0,6.4,130.0,54.0,7.2,1011.7,,
50377,50378,2022-09-23 21:30:00,16.8,3.0,6.4,126.0,54.0,7.2,1011.7,,
50378,50379,2022-09-23 21:20:00,16.9,5.0,8.0,143.0,54.0,7.2,1011.8,,
50379,50380,2022-09-23 21:10:00,17.1,5.0,9.7,148.0,53.0,7.2,1011.9,,
50380,50381,2022-09-23 21:00:00,17.1,5.0,12.9,165.0,53.0,7.2,1011.9,,
50381,50382,2022-09-23 20:50:00,17.1,5.0,9.7,186.0,54.0,7.8,1011.9,,
50382,50383,2022-09-23 20:40:00,17.2,6.0,11.3,151.0,54.0,7.8,1011.9,,
50383,50384,2022-09-23 20:30:00,17.2,6.0,12.9,153.0,53.0,7.2,1012.1,,
50384,50385,2022-09-23 20:20:00,17.3,8.0,16.1,149.0,53.0,7.2,1012.1,,
50385,50386,2022-09-23 20:10:00,17.3,11.0,16.1,155.0,53.0,7.8,1012.1,,
50386,50387,2022-09-23 20:00:00,17.4,11.0,17.7,138.0,52.0,7.2,1012.1,,
50387,50388,2022-09-23 19:50:00,17.6,13.0,16.1,142.0,52.0,7.2,1012.2,,
50388,50389,2022-09-23 19:40:00,17.7,13.0,17.7,118.0,51.0,7.2,1012.2,,
50389,50390,2022-09-23 19:30:00,17.8,11.0,14.5,144.0,51.0,7.2,1012.2,,
50390,50391,2022-09-23 19:20:00,17.9,10.0,16.1,115.0,51.0,7.8,1012.2,,
50391,50392,2022-09-23 19:10:00,18.1,8.0,16.1,148.0,50.0,7.2,1012.2,,
50392,50393,2022-09-23 19:00:00,18.1,6.0,12.9,132.0,50.0,7.2,1012.1,,
50393,50394,2022-09-23 18:50:00,18.2,6.0,11.3,109.0,49.0,7.2,1012.1,,
50394,50395,2022-09-23 18:40:00,18.2,5.0,9.7,124.0,49.0,7.2,1012.1,,
50395,50396,2022-09-23 18:30:00,18.3,3.0,9.7,127.0,49.0,7.2,1012.1,,
50396,50397,2022-09-23 18:20:00,18.4,6.0,11.3,101.0,49.0,7.2,1012.1,,
50397,50398,2022-09-23 18:10:00,18.4,3.0,9.7,88.0,49.0,7.2,1012.1,,
50398,50399,2022-09-23 18:00:00,18.6,3.0,9.7,86.0,49.0,7.8,1012.1,,
50399,50400,2022-09-23 17:50:00,18.7,3.0,9.7,121.0,48.0,7.2,1012.2,,
50400,50401,2022-09-23 17:40:00,18.7,3.0,9.7,98.0,48.0,7.2,1012.2,,
50401,50402,2022-09-23 17:30:00,18.7,3.0,6.4,121.0,47.0,7.2,1012.3,,
50402,50403,2022-09-23 17:20:00,18.8,2.0,9.7,98.0,47.0,7.2,1012.3,,
50403,50404,2022-09-23 17:10:00,18.9,3.0,9.7,88.0,47.0,7.2,1012.2,,
50404,50405,2022-09-23 17:00:00,19.1,3.0,8.0,148.0,47.0,7.2,1012.2,,
50405,50406,2022-09-23 16:50:00,19.1,5.0,11.3,133.0,47.0,7.2,1012.2,,
50406,50407,2022-09-23 16:40:00,19.1,5.0,11.3,132.0,47.0,7.2,1012.3,,
50407,50408,2022-09-23 16:30:00,19.1,5.0,9.7,123.0,47.0,7.2,1012.2,,
50408,50409,2022-09-23 16:20:00,19.2,3.0,8.0,102.0,47.0,7.2,1012.4,,
50409,50410,2022-09-23 16:10:00,19.2,5.0,11.3,121.0,47.0,7.8,1012.4,,
50410,50411,2022-09-23 16:00:00,19.3,3.0,11.3,117.0,46.0,7.2,1012.5,,
50411,50412,2022-09-23 15:50:00,19.3,3.0,12.9,221.0,46.0,7.2,1012.6,,
50412,50413,2022-09-23 15:40:00,19.2,3.0,8.0,180.0,46.0,7.2,1012.7,,
50413,50414,2022-09-23 15:30:00,19.5,2.0,11.3,271.0,46.0,7.2,1012.7,,
50414,50415,2022-09-23 15:20:00,19.3,3.0,9.7,26.0,47.0,7.8,1012.8,,
50415,50416,2022-09-23 15:10:00,19.0,2.0,4.8,142.0,46.0,7.2,1012.9,,
50416,50417,2022-09-23 15:00:00,19.3,2.0,8.0,167.0,46.0,7.2,1012.9,,
50417,50418,2022-09-23 14:50:00,19.3,3.0,6.4,92.0,46.0,7.2,1013.0,,
50418,50419,2022-09-23 14:40:00,19.4,2.0,6.4,116.0,45.0,7.2,1013.1,,
50419,50420,2022-09-23 14:30:00,19.7,2.0,8.0,161.0,46.0,7.8,1013.2,,
50420,50421,2022-09-23 14:20:00,19.2,3.0,9.7,100.0,46.0,7.2,1013.3,,
50421,50422,2022-09-23 14:10:00,19.2,2.0,6.4,102.0,47.0,7.2,1013.3,,
50422,50423,2022-09-23 14:00:00,19.0,3.0,9.7,105.0,46.0,7.2,1013.3,,
50423,50424,2022-09-23 13:50:00,19.2,3.0,9.7,93.0,46.0,7.2,1013.5,,
50424,50425,2022-09-23 13:40:00,19.7,2.0,6.4,169.0,45.0,7.2,1013.6,,
50425,50426,2022-09-23 13:30:00,19.8,2.0,4.8,133.0,46.0,7.8,1013.6,,
50426,50427,2022-09-23 13:20:00,19.0,2.0,4.8,126.0,48.0,7.8,1013.7,,
50427,50428,2022-09-23 13:10:00,19.1,5.0,9.7,130.0,47.0,7.2,1013.7,,
50428,50429,2022-09-23 13:00:00,18.9,3.0,6.4,82.0,48.0,7.8,1013.8,,
50429,50430,2022-09-23 12:50:00,19.4,2.0,9.7,120.0,46.0,7.2,1013.9,,
50430,50431,2022-09-23 12:40:00,19.4,2.0,8.0,149.0,47.0,7.8,1014.1,,
50431,50432,2022-09-23 12:30:00,19.4,2.0,6.4,287.0,46.0,7.2,1014.3,,
50432,50433,2022-09-23 12:20:00,18.5,0.0,4.8,145.0,48.0,7.2,1014.3,,
50433,50434,2022-09-23 12:10:00,18.4,2.0,4.8,131.0,47.0,6.7,1014.3,,
50434,50435,2022-09-23 12:00:00,18.8,0.0,3.2,138.0,45.0,6.7,1014.2,,
50435,50436,2022-09-23 11:50:00,18.4,2.0,8.0,128.0,47.0,6.7,1014.3,,
50436,50437,2022-09-23 11:40:00,18.7,0.0,4.8,69.0,48.0,7.2,1014.4,,
50437,50438,2022-09-23 11:30:00,18.4,0.0,3.2,360.0,50.0,7.8,1014.5,,
50438,50439,2022-09-23 11:20:00,18.0,2.0,4.8,207.0,53.0,8.3,1014.6,,
50439,50440,2022-09-23 11:10:00,17.8,2.0,4.8,82.0,54.0,8.3,1014.6,,
50440,50441,2022-09-23 11:00:00,17.6,2.0,6.4,103.0,56.0,8.3,1014.8,,
50441,50442,2022-09-23 10:50:00,17.4,2.0,4.8,147.0,55.0,8.3,1014.9,,
50442,50443,2022-09-23 10:40:00,17.3,0.0,3.2,166.0,56.0,8.3,1014.9,,
50443,50444,2022-09-23 10:30:00,17.2,0.0,3.2,141.0,57.0,8.3,1014.9,,
50444,50445,2022-09-23 10:20:00,16.6,0.0,1.6,259.0,58.0,8.3,1015.1,,
50445,50446,2022-09-23 10:10:00,16.2,0.0,3.2,259.0,60.0,8.3,1015.1,,
50446,50447,2022-09-23 10:00:00,15.7,2.0,8.0,259.0,61.0,8.3,1015.2,,
50447,50448,2022-09-23 09:50:00,15.6,3.0,6.4,169.0,62.0,8.3,1015.2,,
50448,50449,2022-09-23 09:40:00,15.5,2.0,4.8,152.0,63.0,8.3,1015.2,,
50449,50450,2022-09-23 09:30:00,15.1,2.0,8.0,169.0,64.0,8.3,1015.3,,
50450,50451,2022-09-23 09:20:00,15.2,2.0,4.8,161.0,64.0,8.3,1015.4,,
50451,50452,2022-09-23 09:10:00,14.9,2.0,4.8,146.0,63.0,7.8,1015.4,,
50452,50453,2022-09-23 09:00:00,14.8,0.0,1.6,136.0,64.0,7.8,1015.4,,
50453,50454,2022-09-23 08:50:00,14.5,2.0,6.4,136.0,63.0,7.2,1015.5,,
50454,50455,2022-09-23 08:40:00,14.2,2.0,4.8,246.0,65.0,7.8,1015.5,,
50455,50456,2022-09-23 08:30:00,14.1,2.0,4.8,331.0,67.0,7.8,1015.6,,
50456,50457,2022-09-23 08:20:00,14.1,2.0,4.8,109.0,67.0,7.8,1015.5,,
50457,50458,2022-09-23 08:10:00,13.4,2.0,4.8,176.0,70.0,7.8,1015.5,,
50458,50459,2022-09-23 08:00:00,13.0,3.0,8.0,146.0,69.0,7.2,1015.4,,
50459,50460,2022-09-23 07:50:00,12.8,8.0,14.5,128.0,70.0,7.2,1015.3,,
50460,50461,2022-09-23 07:40:00,13.1,3.0,9.7,103.0,70.0,7.8,1015.2,,
50461,50462,2022-09-23 07:30:00,13.1,3.0,9.7,98.0,69.0,7.2,1015.1,,
50462,50463,2022-09-23 07:20:00,12.8,5.0,8.0,121.0,71.0,7.8,1015.1,,
50463,50464,2022-09-23 07:10:00,12.7,5.0,11.3,120.0,72.0,7.8,1015.2,,
50464,50465,2022-09-23 07:00:00,12.6,2.0,4.8,84.0,72.0,7.8,1015.2,,
50465,50466,2022-09-23 06:50:00,12.5,5.0,8.0,148.0,72.0,7.8,1015.1,,
50466,50467,2022-09-23 06:40:00,12.4,6.0,11.3,157.0,73.0,7.8,1015.2,,
50467,50468,2022-09-23 06:30:00,12.4,6.0,8.0,145.0,72.0,7.8,1015.1,,
50468,50469,2022-09-23 06:20:00,12.6,5.0,9.7,135.0,72.0,7.8,1015.0,,
50469,50470,2022-09-23 06:10:00,12.8,2.0,4.8,144.0,71.0,7.8,1015.1,,
50470,50471,2022-09-23 06:00:00,12.9,2.0,3.2,144.0,71.0,7.8,1015.1,,
50471,50472,2022-09-23 05:50:00,12.3,3.0,6.4,144.0,72.0,7.2,1015.1,,
50472,50473,2022-09-23 05:30:00,12.4,3.0,6.4,144.0,72.0,7.8,1015.0,,
50473,50474,2022-09-23 05:20:00,12.4,2.0,6.4,144.0,72.0,7.8,1014.9,,
50474,50475,2022-09-23 05:10:00,12.6,5.0,6.4,144.0,71.0,7.2,1015.0,,
50475,50476,2022-09-23 05:00:00,12.7,2.0,4.8,138.0,71.0,7.8,1015.2,,
50476,50477,2022-09-23 04:50:00,13.0,3.0,6.4,138.0,69.0,7.2,1015.2,,
50477,50478,2022-09-23 04:40:00,13.4,2.0,4.8,158.0,64.0,6.7,1015.2,,
50478,50479,2022-09-23 04:30:00,13.6,2.0,6.4,142.0,63.0,6.7,1015.3,,
50479,50480,2022-09-23 04:20:00,13.7,2.0,6.4,203.0,62.0,6.7,1015.3,,
50480,50481,2022-09-23 04:10:00,13.6,2.0,6.4,207.0,63.0,6.7,1015.3,,
50481,50482,2022-09-23 04:00:00,13.7,2.0,6.4,171.0,64.0,6.7,1015.3,,
50482,50483,2022-09-23 03:50:00,13.6,0.0,4.8,183.0,65.0,7.2,1015.3,,
50483,50484,2022-09-23 03:40:00,13.5,0.0,4.8,183.0,66.0,7.2,1015.3,,
50484,50485,2022-09-23 03:30:00,13.4,2.0,4.8,183.0,66.0,7.2,1015.4,,
50485,50486,2022-09-23 03:20:00,13.8,2.0,4.8,183.0,64.0,7.2,1015.3,,
50486,50487,2022-09-23 03:10:00,13.9,2.0,4.8,182.0,64.0,7.2,1015.4,,
50487,50488,2022-09-23 03:00:00,13.9,2.0,4.8,183.0,62.0,6.7,1015.4,,
50488,50489,2022-09-23 02:50:00,13.9,2.0,4.8,181.0,63.0,6.7,1015.5,,
50489,50490,2022-09-23 02:40:00,13.9,2.0,6.4,167.0,62.0,6.7,1015.5,,
50490,50491,2022-09-23 02:30:00,14.1,2.0,6.4,228.0,62.0,6.7,1015.6,,
50491,50492,2022-09-23 02:20:00,14.2,2.0,4.8,178.0,61.0,6.7,1015.6,,
50492,50493,2022-09-23 02:10:00,14.1,0.0,4.8,218.0,62.0,6.7,1015.7,,
50493,50494,2022-09-23 02:00:00,14.0,0.0,4.8,188.0,65.0,7.2,1015.6,,
50494,50495,2022-09-23 01:50:00,13.9,3.0,6.4,161.0,66.0,7.8,1015.7,,
50495,50496,2022-09-23 01:40:00,13.9,2.0,6.4,146.0,64.0,7.2,1015.6,,
50496,50497,2022-09-23 01:30:00,14.1,0.0,4.8,146.0,63.0,7.2,1015.8,,
50497,50498,2022-09-23 01:20:00,14.2,2.0,3.2,146.0,65.0,7.8,1016.0,,
50498,50499,2022-09-23 01:10:00,14.2,2.0,4.8,146.0,63.0,7.2,1016.0,,
50499,50500,2022-09-23 01:00:00,14.4,2.0,4.8,184.0,62.0,7.2,1016.0,,
50500,50501,2022-09-23 00:50:00,14.7,2.0,4.8,184.0,61.0,7.2,1016.0,,
50501,50502,2022-09-23 00:40:00,14.5,3.0,8.0,169.0,61.0,7.2,1016.1,,
50502,50503,2022-09-23 00:30:00,14.6,3.0,8.0,165.0,61.0,7.2,1016.1,,
50503,50504,2022-09-23 00:20:00,14.8,2.0,4.8,183.0,60.0,7.2,1016.3,,
50504,50505,2022-09-23 00:10:00,14.6,3.0,4.8,157.0,61.0,7.2,1016.3,,
50505,50506,2022-09-23 00:00:00,14.8,3.0,8.0,157.0,59.0,6.7,1016.4,,
50506,50507,2022-09-22 23:50:00,14.7,6.0,9.7,152.0,58.0,6.7,1016.4,,
50507,50508,2022-09-22 23:40:00,14.9,8.0,11.3,150.0,58.0,6.7,1016.2,,
50508,50509,2022-09-22 23:30:00,14.6,3.0,8.0,146.0,61.0,7.2,1016.4,,
50509,50510,2022-09-22 23:20:00,14.9,0.0,3.2,126.0,61.0,7.2,1016.4,,
50510,50511,2022-09-22 23:10:00,15.2,2.0,4.8,175.0,60.0,7.2,1016.5,,
50511,50512,2022-09-22 23:00:00,15.4,2.0,3.2,175.0,57.0,6.7,1016.6,,
50512,50513,2022-09-22 22:50:00,15.6,2.0,4.8,175.0,57.0,6.7,1016.6,,
50513,50514,2022-09-22 22:40:00,15.6,3.0,4.8,175.0,56.0,6.7,1016.6,,
50514,50515,2022-09-22 22:30:00,15.6,5.0,8.0,161.0,56.0,6.7,1016.6,,
50515,50516,2022-09-22 22:20:00,15.8,5.0,8.0,161.0,54.0,6.7,1016.5,,
50516,50517,2022-09-22 22:10:00,16.1,6.0,9.7,134.0,53.0,6.1,1016.4,,
50517,50518,2022-09-22 22:00:00,16.2,6.0,9.7,143.0,52.0,6.1,1016.4,,
50518,50519,2022-09-22 21:50:00,16.6,6.0,11.3,146.0,50.0,6.1,1016.5,,
50519,50520,2022-09-22 21:40:00,16.7,3.0,9.7,162.0,51.0,6.7,1016.6,,
50520,50521,2022-09-22 21:30:00,16.6,8.0,11.3,151.0,51.0,6.1,1016.8,,
50521,50522,2022-09-22 21:20:00,16.7,10.0,12.9,143.0,50.0,6.1,1016.8,,
50522,50523,2022-09-22 21:10:00,16.9,6.0,11.3,148.0,51.0,6.7,1016.9,,
50523,50524,2022-09-22 21:00:00,17.2,3.0,6.4,98.0,49.0,6.1,1017.0,,
50524,50525,2022-09-22 20:50:00,17.3,0.0,3.2,37.0,50.0,6.7,1017.0,,
50525,50526,2022-09-22 20:40:00,17.5,0.0,0.0,129.0,49.0,6.7,1017.0,,
50526,50527,2022-09-22 20:30:00,17.6,2.0,3.2,129.0,47.0,6.1,1017.2,,
50527,50528,2022-09-22 20:20:00,17.7,0.0,4.8,129.0,46.0,6.1,1017.2,,
50528,50529,2022-09-22 20:10:00,17.9,0.0,3.2,129.0,46.0,6.1,1017.3,,
50529,50530,2022-09-22 20:00:00,18.0,2.0,3.2,129.0,46.0,6.1,1017.3,,
50530,50531,2022-09-22 19:50:00,18.1,0.0,1.6,129.0,46.0,6.1,1017.4,,
50531,50532,2022-09-22 19:40:00,18.0,3.0,6.4,129.0,46.0,6.1,1017.3,,
50532,50533,2022-09-22 19:30:00,17.9,2.0,6.4,134.0,46.0,6.1,1017.2,,
50533,50534,2022-09-22 19:20:00,18.0,0.0,3.2,134.0,46.0,6.1,1017.2,,
50534,50535,2022-09-22 19:10:00,18.2,5.0,8.0,114.0,45.0,6.1,1017.2,,
50535,50536,2022-09-22 19:00:00,18.2,5.0,9.7,146.0,44.0,5.6,1017.1,,
50536,50537,2022-09-22 18:50:00,18.2,5.0,9.7,140.0,45.0,6.1,1017.1,,
50537,50538,2022-09-22 18:40:00,18.3,6.0,11.3,142.0,44.0,5.6,1017.1,,
50538,50539,2022-09-22 18:30:00,18.4,8.0,12.9,117.0,44.0,5.6,1016.9,,
50539,50540,2022-09-22 18:20:00,18.5,6.0,12.9,127.0,43.0,5.6,1016.9,,
50540,50541,2022-09-22 18:10:00,18.6,10.0,14.5,153.0,43.0,5.6,1016.9,,
50541,50542,2022-09-22 18:00:00,18.9,3.0,11.3,128.0,43.0,6.1,1016.9,,
50542,50543,2022-09-22 17:50:00,19.1,2.0,6.4,111.0,41.0,5.6,1016.9,,
50543,50544,2022-09-22 17:40:00,19.1,2.0,4.8,133.0,41.0,5.6,1016.8,,
50544,50545,2022-09-22 17:30:00,19.2,2.0,6.4,133.0,40.0,5.0,1016.7,,
50545,50546,2022-09-22 17:20:00,19.3,3.0,9.7,63.0,39.0,5.0,1016.7,,
50546,50547,2022-09-22 17:10:00,19.4,2.0,6.4,47.0,39.0,5.0,1016.7,,
50547,50548,2022-09-22 17:00:00,19.7,2.0,4.8,46.0,38.0,5.0,1016.7,,
50548,50549,2022-09-22 16:50:00,19.8,2.0,3.2,159.0,38.0,5.0,1016.8,,
50549,50550,2022-09-22 16:40:00,19.9,2.0,3.2,103.0,37.0,5.0,1016.7,,
50550,50551,2022-09-22 16:30:00,19.9,3.0,6.4,66.0,37.0,5.0,1016.7,,
50551,50552,2022-09-22 16:20:00,20.3,2.0,6.4,171.0,37.0,5.0,1016.8,20.3,149.0
50552,50553,2022-09-22 16:10:00,20.1,2.0,4.8,30.0,37.0,5.0,1016.8,20.1,171.0
50553,50554,2022-09-22 16:00:00,19.4,2.0,6.4,307.0,38.0,4.4,1017.0,,
50554,50555,2022-09-22 15:50:00,19.3,5.0,8.0,66.0,38.0,4.4,1017.0,,
50555,50556,2022-09-22 15:40:00,19.8,0.0,6.4,27.0,38.0,5.0,1017.1,,
50556,50557,2022-09-22 15:30:00,19.4,2.0,6.4,40.0,38.0,4.4,1017.2,,
50557,50558,2022-09-22 15:20:00,19.7,3.0,9.7,302.0,37.0,4.4,1017.3,,
50558,50559,2022-09-22 15:10:00,20.8,2.0,8.0,240.0,37.0,5.6,1017.3,20.8,
50559,50560,2022-09-22 15:00:00,19.8,2.0,9.7,121.0,38.0,5.0,1017.3,,
50560,50561,2022-09-22 14:50:00,19.7,2.0,6.4,300.0,38.0,5.0,1017.3,,
50561,50562,2022-09-22 14:40:00,19.4,3.0,6.4,88.0,38.0,4.4,1017.4,,
50562,50563,2022-09-22 14:30:00,19.6,10.0,16.1,130.0,39.0,5.0,1017.4,,
50563,50564,2022-09-22 14:20:00,19.9,3.0,11.3,112.0,39.0,5.6,1017.4,,
50564,50565,2022-09-22 14:10:00,20.4,3.0,6.4,49.0,37.0,5.0,1017.5,20.4,
50565,50566,2022-09-22 14:00:00,20.2,2.0,6.4,39.0,38.0,5.6,1017.6,20.2,
50566,50567,2022-09-22 13:50:00,19.1,3.0,8.0,51.0,39.0,4.4,1017.7,,
50567,50568,2022-09-22 13:40:00,19.8,3.0,14.5,306.0,39.0,5.6,1017.8,,
50568,50569,2022-09-22 13:30:00,19.1,3.0,8.0,176.0,40.0,5.0,1017.9,,
50569,50570,2022-09-22 13:20:00,18.9,5.0,11.3,182.0,41.0,5.6,1018.0,,
