,id,datetime,température,vent,rafales,vent_direction,humidite,pt_de_rosee,pression,bio_meteo,radiation_solaire
55121,55122,2023-10-18 17:10:00,18.2,13.0,25.7,269.0,91.0,16.7,991.6,,
55122,55123,2023-10-18 17:00:00,18.2,18.0,,,91.0,16.7,991.5,,
55123,55124,2023-10-18 16:50:00,18.2,18.0,,,92.0,16.7,991.5,,
55124,55125,2023-10-18 16:40:00,18.1,16.0,,,92.0,16.7,991.4,,
55125,55126,2023-10-18 16:30:00,18.0,18.0,,,93.0,16.7,991.4,,
55126,55127,2023-10-18 16:20:00,17.9,16.0,,,93.0,16.7,991.5,,
55127,55128,2023-10-18 16:10:00,17.8,16.0,,,93.0,16.7,991.3,,
55128,55129,2023-10-18 16:00:00,17.6,16.0,,,93.0,16.7,991.4,,
55129,55130,2023-10-18 15:50:00,17.6,19.0,,,93.0,16.7,991.4,,
55130,55131,2023-10-18 15:40:00,17.4,23.0,,,93.0,16.1,991.2,,
55131,55132,2023-10-18 15:30:00,17.4,23.0,,,93.0,16.1,991.4,,
55132,55133,2023-10-18 15:20:00,17.3,19.0,,,93.0,16.1,991.6,,
55133,55134,2023-10-18 15:00:00,17.2,18.0,,,93.0,16.1,991.9,,
55134,55135,2023-10-18 14:30:00,16.8,24.0,,,93.0,15.6,992.1,,
55135,55136,2023-10-18 14:00:00,16.4,27.0,,,92.0,15.0,992.5,,
55136,55137,2023-10-18 13:30:00,16.1,19.0,,,90.0,14.4,993.0,,
55137,55138,2023-10-18 13:00:00,16.3,24.0,,,84.0,13.9,993.9,,
55138,55139,2023-10-18 12:30:00,16.2,16.0,27.4,144.0,83.0,13.3,994.5,,
55139,55140,2023-10-18 12:00:00,16.3,15.0,22.5,146.0,81.0,12.8,995.0,,
55140,55141,2023-10-18 11:30:00,16.4,16.0,24.1,150.0,77.0,12.2,995.8,,
55141,55142,2023-10-18 11:00:00,16.4,15.0,27.4,333.0,75.0,12.2,996.2,,
55142,55143,2023-10-18 10:30:00,15.9,11.0,25.7,123.0,76.0,11.7,996.6,,
55143,55144,2023-10-18 10:00:00,15.3,13.0,29.0,123.0,75.0,11.1,997.0,,
55144,55145,2023-10-18 09:30:00,15.1,18.0,29.0,127.0,76.0,11.1,997.4,,
55145,55146,2023-10-18 09:00:00,14.3,16.0,29.0,129.0,76.0,10.0,997.6,,
55146,55147,2023-10-18 08:30:00,13.7,11.0,24.1,136.0,77.0,9.4,998.0,,
55147,55148,2023-10-18 08:00:00,12.7,11.0,22.5,111.0,79.0,8.9,998.3,,
55148,55149,2023-10-18 07:30:00,11.8,11.0,22.5,108.0,82.0,8.9,998.7,,
55149,55150,2023-10-18 07:00:00,11.5,10.0,20.9,30.0,83.0,8.9,999.0,,
55150,55151,2023-10-18 06:30:00,11.2,6.0,14.5,119.0,84.0,8.9,999.5,,
55151,55152,2023-10-18 06:00:00,11.1,8.0,17.7,82.0,84.0,8.3,999.4,,
55152,55153,2023-10-18 05:30:00,11.1,11.0,25.7,49.0,83.0,8.3,999.4,,
55153,55154,2023-10-18 05:00:00,11.2,11.0,22.5,92.0,81.0,7.8,999.8,,
55154,55155,2023-10-18 04:30:00,11.4,10.0,22.5,203.0,78.0,7.8,1000.5,,
55155,55156,2023-10-18 04:00:00,11.3,3.0,12.9,69.0,77.0,7.2,1001.0,,
55156,55157,2023-10-18 03:30:00,11.2,10.0,22.5,86.0,77.0,7.2,1000.8,,
55157,55158,2023-10-18 03:00:00,11.2,11.0,19.3,104.0,77.0,7.2,1001.1,,
55158,55159,2023-10-18 02:30:00,11.2,11.0,22.5,41.0,77.0,7.2,1001.7,,
55159,55160,2023-10-18 02:00:00,11.3,8.0,17.7,117.0,77.0,7.2,1002.3,,
55160,55161,2023-10-18 01:30:00,11.4,11.0,22.5,74.0,76.0,7.2,1002.7,,
55161,55162,2023-10-18 01:00:00,11.5,8.0,19.3,71.0,77.0,7.8,1003.2,,
55162,55163,2023-10-18 00:30:00,11.6,10.0,17.7,179.0,77.0,7.8,1003.6,,
55163,55164,2023-10-18 00:00:00,11.8,11.0,19.3,96.0,76.0,7.8,1003.8,,
55164,55165,2023-10-17 23:30:00,12.0,10.0,20.9,71.0,75.0,7.8,1004.3,,
55165,55166,2023-10-17 23:00:00,12.3,10.0,24.1,104.0,75.0,7.8,1004.6,,
55166,55167,2023-10-17 22:30:00,12.4,10.0,22.5,275.0,74.0,7.8,1005.1,,
55167,55168,2023-10-17 21:30:00,12.7,10.0,22.5,105.0,73.0,7.8,1005.7,,
55168,55169,2023-10-17 21:00:00,12.8,11.0,24.1,103.0,72.0,7.8,1006.0,,
55169,55170,2023-10-17 20:30:00,12.9,11.0,24.1,96.0,72.0,7.8,1006.2,,
55170,55171,2023-10-17 20:00:00,13.1,8.0,22.5,125.0,72.0,8.3,1006.8,,
55171,55172,2023-10-17 19:30:00,13.3,11.0,27.4,327.0,71.0,8.3,1006.9,,
55172,55173,2023-10-17 19:00:00,13.6,13.0,,,70.0,8.3,1006.9,,
55173,55174,2023-10-17 18:30:00,13.8,11.0,20.9,72.0,69.0,8.3,1007.5,,
55174,55175,2023-10-17 18:00:00,14.3,8.0,19.3,99.0,68.0,8.3,1007.7,,
51222,51223,2023-10-16 12:30:00,11.8,15.0,,,52.0,2.2,1016.0,,
51223,51224,2023-10-16 12:20:00,11.6,13.0,,,56.0,2.8,1016.0,,
51224,51225,2023-10-16 12:10:00,11.3,19.0,,,55.0,2.2,1016.2,,
51225,51226,2023-10-16 12:00:00,11.1,15.0,27.4,131.0,59.0,3.3,1016.4,,
51226,51227,2023-10-16 11:50:00,10.8,15.0,,,59.0,2.8,1016.6,,
51227,51228,2023-10-16 11:40:00,10.8,11.0,25.7,73.0,59.0,2.8,1016.8,,
51228,51229,2023-10-16 11:30:00,10.6,13.0,25.7,82.0,60.0,2.8,1017.1,,
51229,51230,2023-10-16 11:20:00,10.4,15.0,25.7,57.0,61.0,3.3,1017.3,,
51230,51231,2023-10-16 11:10:00,10.1,15.0,27.4,69.0,62.0,2.8,1017.6,,
51231,51232,2023-10-16 11:00:00,9.8,11.0,29.0,72.0,64.0,3.3,1017.7,8.1,
51232,51233,2023-10-16 10:50:00,9.6,15.0,,,64.0,2.8,1017.5,7.4,
51233,51234,2023-10-16 10:40:00,9.2,13.0,,,66.0,3.3,1017.6,7.1,
51234,51235,2023-10-16 10:30:00,9.2,13.0,25.7,238.0,66.0,3.3,1017.8,7.1,
51235,51236,2023-10-16 10:00:00,8.4,10.0,24.1,113.0,69.0,2.8,1018.2,6.7,
51236,51237,2023-10-16 09:30:00,7.7,10.0,27.4,355.0,71.0,2.8,1018.6,5.9,
51237,51238,2023-10-16 09:00:00,7.6,10.0,22.5,110.0,71.0,2.8,1018.6,5.8,
51238,51239,2023-10-16 08:30:00,7.2,11.0,25.7,61.0,72.0,2.2,1019.0,5.0,158.0
51239,51240,2023-10-16 08:00:00,6.9,8.0,20.9,343.0,73.0,2.2,1019.2,5.3,134.0
51240,51241,2023-10-16 07:30:00,6.7,13.0,27.4,75.0,73.0,2.2,1019.0,4.1,79.0
51241,51242,2023-10-16 07:00:00,6.6,13.0,24.1,33.0,73.0,2.2,1019.1,4.0,44.0
51242,51243,2023-10-16 06:30:00,6.4,11.0,22.5,87.0,74.0,2.2,1019.2,4.0,12.0
51243,51244,2023-10-16 06:00:00,6.6,15.0,29.0,110.0,73.0,2.2,1019.3,3.7,
51244,51245,2023-10-16 05:30:00,6.6,18.0,,,74.0,2.2,1018.9,3.3,
51245,51246,2023-10-16 05:00:00,6.6,16.0,27.4,142.0,73.0,2.2,1019.2,3.5,
51246,51247,2023-10-16 04:30:00,6.7,16.0,,,73.0,2.2,1019.6,3.6,
51247,51248,2023-10-16 04:00:00,6.9,16.0,,,72.0,2.2,1019.5,3.9,
51248,51249,2023-10-16 03:30:00,7.2,15.0,27.4,185.0,70.0,2.2,1019.7,4.5,
51249,51250,2023-10-16 03:00:00,7.3,15.0,,,69.0,1.7,1019.8,4.6,
51250,51251,2023-10-16 02:30:00,7.4,16.0,29.0,87.0,69.0,2.2,1019.8,4.5,
51251,51252,2023-10-16 02:00:00,7.6,13.0,27.4,86.0,68.0,2.2,1020.2,5.2,
51252,51253,2023-10-16 01:30:00,7.7,11.0,22.5,76.0,67.0,1.7,1020.7,5.6,
51253,51254,2023-10-16 01:00:00,7.9,13.0,24.1,40.0,65.0,1.7,1020.8,5.6,
51254,51255,2023-10-16 00:30:00,8.1,11.0,24.1,61.0,62.0,1.1,1021.1,6.1,
51255,51256,2023-10-16 00:00:00,8.1,11.0,20.9,5.0,59.0,0.6,1021.3,6.1,
51278,51279,2023-10-15 23:50:00,8.2,8.0,17.7,127.0,59.0,0.6,1021.4,6.8,
51279,51280,2023-10-15 23:40:00,8.2,8.0,20.9,55.0,59.0,0.6,1021.5,6.8,
51256,51257,2023-10-15 23:30:00,8.3,8.0,17.7,80.0,58.0,0.6,1021.6,6.9,
51280,51281,2023-10-15 23:20:00,8.3,10.0,17.7,94.0,58.0,0.6,1021.7,6.6,
51281,51282,2023-10-15 23:10:00,8.4,10.0,20.9,66.0,58.0,0.6,1021.7,6.7,
51257,51258,2023-10-15 23:00:00,8.5,11.0,19.3,67.0,57.0,0.6,1021.9,6.5,
51282,51283,2023-10-15 22:50:00,8.7,13.0,22.5,78.0,56.0,0.0,1021.9,6.5,
51283,51284,2023-10-15 22:40:00,8.8,10.0,19.3,51.0,55.0,0.0,1022.0,7.2,
51258,51259,2023-10-15 22:30:00,8.8,11.0,20.9,38.0,55.0,0.0,1021.9,6.9,
51284,51285,2023-10-15 22:20:00,8.8,13.0,25.7,50.0,55.0,0.0,1022.1,6.6,
51285,51286,2023-10-15 22:10:00,8.8,13.0,24.1,72.0,55.0,0.0,1022.2,6.6,
51259,51260,2023-10-15 22:00:00,8.9,10.0,22.5,79.0,56.0,0.6,1022.2,7.3,
51286,51287,2023-10-15 21:50:00,9.0,15.0,25.7,114.0,56.0,0.6,1022.4,6.7,
51287,51288,2023-10-15 21:40:00,9.0,13.0,25.7,360.0,56.0,0.6,1022.5,6.9,
51260,51261,2023-10-15 21:30:00,9.0,11.0,19.3,50.0,57.0,0.6,1022.6,7.1,
51288,51289,2023-10-15 21:20:00,9.1,11.0,24.1,59.0,57.0,0.6,1022.8,7.2,
51261,51262,2023-10-15 21:00:00,9.2,15.0,25.7,196.0,57.0,1.1,1022.8,6.9,
51289,51290,2023-10-15 20:50:00,9.5,13.0,24.1,100.0,57.0,1.1,1022.8,7.5,
51290,51291,2023-10-15 20:40:00,9.6,16.0,27.4,57.0,57.0,1.1,1022.9,7.2,
51262,51263,2023-10-15 20:30:00,9.8,18.0,25.7,30.0,57.0,1.7,1022.9,7.3,
51291,51292,2023-10-15 20:20:00,9.9,16.0,24.1,56.0,57.0,1.7,1023.0,7.6,
51292,51293,2023-10-15 20:10:00,9.9,15.0,22.5,48.0,56.0,1.7,1022.8,7.8,
51263,51264,2023-10-15 20:00:00,10.0,18.0,20.9,63.0,55.0,1.1,1023.0,7.5,
51293,51294,2023-10-15 19:50:00,10.1,18.0,22.5,55.0,55.0,1.1,1022.9,,
51294,51295,2023-10-15 19:40:00,10.2,18.0,22.5,49.0,54.0,1.1,1022.9,,
51264,51265,2023-10-15 19:30:00,10.2,16.0,22.5,45.0,54.0,1.1,1022.9,,
51295,51296,2023-10-15 19:20:00,10.3,13.0,19.3,40.0,53.0,1.1,1022.9,,
51296,51297,2023-10-15 19:10:00,10.4,10.0,16.1,85.0,53.0,1.1,1022.9,,
51265,51266,2023-10-15 19:00:00,10.4,11.0,19.3,28.0,53.0,1.1,1022.9,,
51297,51298,2023-10-15 18:50:00,10.5,11.0,20.9,70.0,52.0,1.1,1023.0,,
51298,51299,2023-10-15 18:40:00,10.6,11.0,19.3,48.0,52.0,1.1,1023.0,,
51266,51267,2023-10-15 18:30:00,10.6,8.0,17.7,42.0,52.0,1.1,1023.1,,
51299,51300,2023-10-15 18:20:00,10.6,16.0,22.5,34.0,51.0,0.6,1023.0,,
51300,51301,2023-10-15 18:10:00,10.6,15.0,22.5,31.0,51.0,0.6,1023.1,,
51267,51268,2023-10-15 18:00:00,10.7,18.0,24.1,32.0,51.0,1.1,1023.0,,
51301,51302,2023-10-15 17:50:00,10.8,16.0,22.5,26.0,51.0,1.1,1023.1,,
51302,51303,2023-10-15 17:40:00,10.9,15.0,20.9,44.0,50.0,0.6,1023.2,,
51268,51269,2023-10-15 17:30:00,10.9,11.0,20.9,38.0,50.0,0.6,1023.1,,
51303,51304,2023-10-15 17:20:00,10.9,11.0,20.9,327.0,51.0,1.1,1022.9,,
51304,51305,2023-10-15 17:10:00,11.0,13.0,24.1,327.0,51.0,1.1,1022.8,,
51269,51270,2023-10-15 17:00:00,11.1,11.0,20.9,24.0,50.0,1.1,1022.9,,
51305,51306,2023-10-15 16:50:00,11.2,8.0,20.9,348.0,49.0,0.6,1022.9,,
51306,51307,2023-10-15 16:40:00,11.3,11.0,19.3,13.0,49.0,1.1,1022.9,,
51270,51271,2023-10-15 16:30:00,11.6,6.0,17.7,40.0,47.0,0.6,1022.8,,
51307,51308,2023-10-15 16:20:00,11.7,6.0,17.7,360.0,46.0,0.6,1022.6,,
51308,51309,2023-10-15 16:10:00,11.7,10.0,19.3,327.0,46.0,0.6,1022.6,,
51271,51272,2023-10-15 16:00:00,11.8,13.0,22.5,12.0,45.0,0.0,1022.5,,
51309,51310,2023-10-15 15:50:00,11.9,10.0,17.7,30.0,46.0,0.6,1022.5,,
51310,51311,2023-10-15 15:40:00,11.8,11.0,20.9,34.0,46.0,0.6,1022.5,,
51272,51273,2023-10-15 15:30:00,12.1,13.0,25.7,360.0,46.0,0.6,1022.6,,
51311,51312,2023-10-15 15:20:00,12.2,8.0,17.7,226.0,46.0,0.6,1022.6,,
51312,51313,2023-10-15 15:10:00,12.3,6.0,16.1,355.0,44.0,0.0,1022.6,,
51273,51274,2023-10-15 15:00:00,12.3,8.0,17.7,9.0,44.0,0.0,1022.7,,
51313,51314,2023-10-15 14:50:00,12.3,8.0,16.1,327.0,45.0,0.6,1022.8,,
51314,51315,2023-10-15 14:40:00,12.4,6.0,19.3,342.0,44.0,0.6,1022.8,,
51274,51275,2023-10-15 14:30:00,12.3,10.0,20.9,341.0,45.0,0.6,1022.7,,
51315,51316,2023-10-15 14:20:00,12.3,8.0,19.3,330.0,44.0,0.6,1022.7,,
51316,51317,2023-10-15 14:10:00,12.2,11.0,22.5,83.0,44.0,0.0,1022.8,,
51275,51276,2023-10-15 14:00:00,12.2,15.0,20.9,40.0,42.0,-0.6,1022.8,,
51317,51318,2023-10-15 13:50:00,12.2,13.0,22.5,27.0,43.0,0.0,1022.8,,
51318,51319,2023-10-15 13:40:00,12.6,8.0,17.7,13.0,42.0,0.0,1022.7,,
51276,51277,2023-10-15 13:30:00,12.4,8.0,16.1,75.0,42.0,-0.6,1022.7,,
51319,51320,2023-10-15 13:20:00,12.4,11.0,27.4,52.0,42.0,0.0,1022.7,,
51320,51321,2023-10-15 13:10:00,12.4,8.0,20.9,360.0,42.0,-0.6,1022.6,,
51277,51278,2023-10-15 13:00:00,12.4,8.0,17.7,66.0,42.0,0.0,1022.5,,
51321,51322,2023-10-15 12:50:00,12.5,8.0,22.5,81.0,41.0,-0.6,1022.6,,
51322,51323,2023-10-15 12:40:00,12.3,6.0,20.9,98.0,48.0,1.7,1022.7,,
51323,51324,2023-10-15 12:30:00,12.1,8.0,19.3,336.0,49.0,1.7,1023.0,,
51324,51325,2023-10-15 12:20:00,12.1,8.0,19.3,67.0,49.0,1.7,1023.0,,
51325,51326,2023-10-15 12:10:00,12.1,6.0,16.1,355.0,51.0,2.2,1023.2,,
51326,51327,2023-10-15 12:00:00,11.7,10.0,17.7,23.0,56.0,2.8,1023.2,,
51327,51328,2023-10-15 11:50:00,11.8,11.0,19.3,224.0,58.0,3.9,1023.3,,
51328,51329,2023-10-15 11:40:00,11.8,10.0,19.3,360.0,57.0,3.3,1023.3,,
51329,51330,2023-10-15 11:30:00,11.6,10.0,17.7,194.0,56.0,2.8,1023.3,,
51330,51331,2023-10-15 11:20:00,11.9,11.0,25.7,47.0,59.0,3.9,1023.3,,
51331,51332,2023-10-15 11:10:00,11.8,11.0,24.1,128.0,58.0,3.9,1023.3,,
51332,51333,2023-10-15 11:00:00,11.8,10.0,19.3,321.0,59.0,3.9,1023.4,,
51333,51334,2023-10-15 10:50:00,11.7,10.0,22.5,339.0,58.0,3.3,1023.5,,
51334,51335,2023-10-15 10:40:00,11.4,8.0,20.9,348.0,59.0,3.3,1023.4,,
51335,51336,2023-10-15 10:30:00,11.1,11.0,24.1,5.0,62.0,3.9,1023.4,,
51336,51337,2023-10-15 10:20:00,11.3,10.0,19.3,311.0,62.0,3.9,1023.3,,
51337,51338,2023-10-15 10:10:00,11.5,8.0,19.3,274.0,64.0,5.0,1023.2,,
51338,51339,2023-10-15 10:00:00,11.0,8.0,22.5,32.0,67.0,5.0,1023.1,,
51339,51340,2023-10-15 09:50:00,10.9,8.0,19.3,36.0,67.0,5.0,1023.2,,
51340,51341,2023-10-15 09:40:00,10.8,8.0,19.3,346.0,68.0,5.0,1023.0,,
51341,51342,2023-10-15 09:30:00,10.9,10.0,17.7,346.0,69.0,5.6,1023.0,,
51342,51343,2023-10-15 09:20:00,11.2,6.0,17.7,21.0,71.0,6.1,1022.9,,
51343,51344,2023-10-15 09:10:00,10.8,8.0,16.1,156.0,72.0,6.1,1023.0,,
51344,51345,2023-10-15 09:00:00,11.1,6.0,14.5,34.0,71.0,6.1,1022.8,,
51345,51346,2023-10-15 08:50:00,10.7,8.0,17.7,34.0,74.0,6.1,1022.8,,
51346,51347,2023-10-15 08:40:00,10.7,8.0,16.1,340.0,72.0,5.6,1022.7,,
51347,51348,2023-10-15 08:30:00,10.6,8.0,16.1,188.0,75.0,6.1,1022.7,,
51348,51349,2023-10-15 08:20:00,10.7,5.0,19.3,355.0,74.0,6.1,1022.5,,
51349,51350,2023-10-15 08:10:00,10.6,3.0,14.5,360.0,77.0,6.7,1022.5,,
51350,51351,2023-10-15 08:00:00,9.9,5.0,14.5,341.0,80.0,6.7,1022.5,9.6,202.0
51351,51352,2023-10-15 07:50:00,9.4,6.0,12.9,291.0,82.0,6.7,1022.4,8.6,174.0
51352,51353,2023-10-15 07:40:00,9.0,8.0,14.5,317.0,84.0,6.7,1022.3,7.8,146.0
51353,51354,2023-10-15 07:30:00,8.7,11.0,19.3,324.0,85.0,6.1,1022.2,6.8,121.0
51354,51355,2023-10-15 07:20:00,8.7,15.0,19.3,320.0,85.0,6.1,1022.1,6.3,95.0
51355,51356,2023-10-15 07:10:00,8.7,10.0,17.7,315.0,84.0,6.1,1022.0,7.1,72.0
51356,51357,2023-10-15 07:00:00,8.8,8.0,17.7,331.0,85.0,6.7,1021.9,7.5,51.0
51357,51358,2023-10-15 06:50:00,8.8,5.0,14.5,299.0,85.0,6.7,1021.8,8.4,25.0
51358,51359,2023-10-15 06:40:00,8.6,8.0,16.1,360.0,86.0,6.1,1021.7,7.3,19.0
51359,51360,2023-10-15 06:30:00,8.4,13.0,22.5,300.0,86.0,6.1,1021.6,6.2,14.0
51360,51361,2023-10-15 06:20:00,8.6,11.0,20.9,319.0,86.0,6.1,1021.4,6.6,9.0
51361,51362,2023-10-15 06:10:00,8.7,11.0,17.7,320.0,86.0,6.7,1021.3,6.8,5.0
51362,51363,2023-10-15 06:00:00,8.7,10.0,16.1,333.0,85.0,6.1,1021.2,7.1,
51363,51364,2023-10-15 05:50:00,8.7,6.0,14.5,313.0,85.0,6.1,1021.2,7.8,
51364,51365,2023-10-15 05:40:00,8.8,10.0,19.3,272.0,85.0,6.7,1021.1,7.2,
51365,51366,2023-10-15 05:30:00,8.8,11.0,19.3,333.0,85.0,6.7,1021.2,6.9,
51366,51367,2023-10-15 05:20:00,8.8,13.0,19.3,321.0,85.0,6.7,1021.2,6.6,
51367,51368,2023-10-15 05:10:00,8.7,11.0,22.5,306.0,85.0,6.1,1021.3,6.8,
51368,51369,2023-10-15 05:00:00,8.7,10.0,22.5,281.0,86.0,6.7,1021.2,7.1,
51369,51370,2023-10-15 04:50:00,8.7,10.0,19.3,28.0,86.0,6.7,1021.2,7.1,
51370,51371,2023-10-15 04:40:00,8.7,5.0,12.9,294.0,85.0,6.1,1021.0,8.3,
51371,51372,2023-10-15 04:30:00,8.7,5.0,12.9,282.0,85.0,6.1,1020.9,8.3,
51372,51373,2023-10-15 04:20:00,8.8,5.0,12.9,267.0,85.0,6.7,1020.9,8.4,
51373,51374,2023-10-15 04:10:00,8.8,3.0,8.0,189.0,85.0,6.7,1020.8,8.8,
51374,51375,2023-10-15 04:00:00,8.9,5.0,8.0,313.0,84.0,6.7,1020.7,8.5,
51375,51376,2023-10-15 03:50:00,9.0,5.0,19.3,325.0,84.0,6.7,1020.6,8.6,
51376,51377,2023-10-15 03:40:00,9.1,8.0,17.7,306.0,84.0,6.7,1020.7,7.9,
51377,51378,2023-10-15 03:30:00,9.1,10.0,20.9,293.0,85.0,6.7,1020.6,7.5,
51378,51379,2023-10-15 03:20:00,9.0,15.0,25.7,319.0,85.0,6.7,1020.6,6.7,
51379,51380,2023-10-15 03:10:00,8.9,10.0,19.3,304.0,85.0,6.7,1020.5,7.3,
51380,51381,2023-10-15 03:00:00,9.0,10.0,17.7,236.0,84.0,6.7,1020.4,7.4,
51381,51382,2023-10-15 02:50:00,9.1,5.0,16.1,304.0,84.0,6.7,1020.4,8.7,
51382,51383,2023-10-15 02:40:00,9.1,6.0,17.7,283.0,84.0,6.7,1020.4,8.2,
51383,51384,2023-10-15 02:30:00,9.2,10.0,19.3,172.0,84.0,6.7,1020.3,7.6,
51384,51385,2023-10-15 02:20:00,9.3,11.0,20.9,284.0,84.0,6.7,1020.4,7.5,
51385,51386,2023-10-15 02:10:00,9.3,6.0,16.1,355.0,84.0,6.7,1020.2,8.5,
51386,51387,2023-10-15 02:00:00,9.3,5.0,12.9,313.0,84.0,6.7,1020.0,8.9,
51387,51388,2023-10-15 01:50:00,9.4,6.0,12.9,265.0,84.0,6.7,1020.1,8.6,
51388,51389,2023-10-15 01:40:00,9.5,6.0,14.5,224.0,83.0,6.7,1020.1,8.7,
51389,51390,2023-10-15 01:30:00,9.7,5.0,14.5,267.0,83.0,6.7,1020.2,9.4,
51390,51391,2023-10-15 01:20:00,9.8,5.0,12.9,238.0,83.0,7.2,1020.3,9.5,
51391,51392,2023-10-15 01:10:00,9.8,8.0,17.7,304.0,82.0,6.7,1020.2,8.7,
51392,51393,2023-10-15 01:00:00,9.8,8.0,12.9,148.0,82.0,6.7,1020.3,8.7,
51393,51394,2023-10-15 00:50:00,9.9,8.0,16.1,290.0,81.0,6.7,1020.3,8.8,
51394,51395,2023-10-15 00:40:00,10.0,10.0,19.3,298.0,81.0,6.7,1020.3,8.6,
51395,51396,2023-10-15 00:30:00,10.1,18.0,29.0,327.0,80.0,6.7,1020.2,,
51396,51397,2023-10-15 00:20:00,10.3,18.0,27.4,314.0,80.0,7.2,1020.1,,
51397,51398,2023-10-15 00:10:00,10.4,13.0,22.5,310.0,79.0,6.7,1020.2,,
51398,51399,2023-10-15 00:00:00,10.5,6.0,19.3,300.0,79.0,7.2,1020.1,,
51399,51400,2023-10-14 23:50:00,10.6,11.0,20.9,315.0,79.0,7.2,1020.1,,
51400,51401,2023-10-14 23:40:00,10.6,10.0,17.7,301.0,79.0,7.2,1020.2,,
51401,51402,2023-10-14 23:30:00,10.7,8.0,17.7,334.0,80.0,7.2,1020.2,,
51402,51403,2023-10-14 23:20:00,10.8,6.0,16.1,252.0,80.0,7.2,1020.1,,
51403,51404,2023-10-14 23:10:00,10.8,5.0,14.5,239.0,80.0,7.8,1020.1,,
51404,51405,2023-10-14 23:00:00,10.8,8.0,20.9,265.0,79.0,7.2,1020.0,,
51405,51406,2023-10-14 22:50:00,10.9,8.0,17.7,234.0,79.0,7.2,1019.9,,
51406,51407,2023-10-14 22:40:00,10.9,8.0,16.1,269.0,79.0,7.2,1019.9,,
51407,51408,2023-10-14 22:30:00,11.1,10.0,19.3,178.0,79.0,7.8,1019.7,,
51408,51409,2023-10-14 22:20:00,11.2,10.0,20.9,323.0,78.0,7.8,1019.8,,
51409,51410,2023-10-14 22:10:00,11.4,10.0,19.3,335.0,77.0,7.2,1019.8,,
51410,51411,2023-10-14 22:00:00,11.4,8.0,16.1,178.0,77.0,7.8,1020.0,,
51411,51412,2023-10-14 21:50:00,11.5,10.0,19.3,271.0,76.0,7.2,1020.1,,
51412,51413,2023-10-14 21:40:00,11.6,8.0,17.7,273.0,76.0,7.2,1020.1,,
51413,51414,2023-10-14 21:30:00,11.7,11.0,19.3,242.0,75.0,7.2,1020.2,,
51414,51415,2023-10-14 21:20:00,11.8,10.0,17.7,301.0,74.0,7.2,1020.2,,
51415,51416,2023-10-14 21:10:00,11.8,8.0,17.7,277.0,74.0,7.2,1020.1,,
56,57,2023-10-14 21:00:00,11.8,6.0,16.1,328.0,74.0,7.2,1019.9,,
57,58,2023-10-14 20:50:00,11.8,11.0,19.3,246.0,74.0,7.2,1019.9,,
0,1,2023-10-14 20:40:00,11.8,6.0,19.3,319.0,74.0,7.2,1019.8,,
1,2,2023-10-14 20:30:00,11.7,6.0,14.5,30.0,73.0,7.2,1019.8,,
2,3,2023-10-14 20:20:00,11.9,10.0,19.3,184.0,73.0,7.2,1019.7,,
3,4,2023-10-14 20:10:00,11.9,11.0,22.5,325.0,72.0,7.2,1019.6,,
4,5,2023-10-14 19:50:00,11.9,11.0,22.5,301.0,72.0,7.2,1019.6,,
5,6,2023-10-14 19:40:00,12.1,10.0,19.3,315.0,74.0,7.8,1019.6,,
6,7,2023-10-14 19:30:00,12.1,6.0,12.9,271.0,74.0,7.8,1019.5,,
7,8,2023-10-14 19:20:00,12.2,6.0,16.1,282.0,75.0,7.8,1019.4,,
8,9,2023-10-14 19:10:00,12.2,10.0,17.7,292.0,75.0,7.8,1019.5,,
9,10,2023-10-14 19:00:00,12.3,8.0,17.7,298.0,75.0,7.8,1019.4,,
10,11,2023-10-14 18:50:00,12.3,10.0,17.7,298.0,74.0,7.8,1019.5,,
11,12,2023-10-14 18:40:00,12.3,13.0,20.9,298.0,74.0,7.8,1019.5,,
12,13,2023-10-14 18:30:00,12.3,13.0,24.1,300.0,73.0,7.8,1019.3,,
58,59,2023-10-14 18:20:00,12.4,11.0,19.3,298.0,72.0,7.2,1019.4,,
59,60,2023-10-14 18:10:00,12.4,8.0,19.3,300.0,71.0,7.2,1019.3,,
13,14,2023-10-14 18:00:00,12.6,6.0,14.5,316.0,71.0,7.2,1019.1,,
60,61,2023-10-14 17:50:00,12.4,15.0,25.7,302.0,71.0,7.2,1019.0,,
61,62,2023-10-14 17:40:00,12.4,15.0,24.1,310.0,70.0,7.2,1018.9,,
14,15,2023-10-14 17:30:00,12.4,13.0,24.1,340.0,69.0,6.7,1018.8,,
62,63,2023-10-14 17:20:00,12.6,13.0,25.7,25.0,69.0,7.2,1018.7,,
63,64,2023-10-14 17:10:00,12.8,15.0,27.4,263.0,68.0,7.2,1018.7,,
15,16,2023-10-14 17:00:00,13.0,16.0,25.7,306.0,68.0,7.2,1018.5,,
64,65,2023-10-14 16:50:00,13.1,15.0,29.0,306.0,67.0,7.2,1018.4,,
65,66,2023-10-14 16:40:00,13.2,13.0,22.5,293.0,66.0,6.7,1018.3,,
16,17,2023-10-14 16:30:00,13.3,16.0,29.0,316.0,65.0,6.7,1018.2,,
66,67,2023-10-14 16:20:00,13.7,10.0,22.5,167.0,64.0,6.7,1018.1,,
67,68,2023-10-14 16:10:00,13.6,13.0,25.7,316.0,65.0,7.2,1017.9,,
